CODE,NOM,DCI1,DOSAGE1,UNITE_DOSAGE1,FORME,PRESENTATION,PPV,PH,PRIX_BR,PRINCEPS_GENERIQUE,TAUX_REMBOURSEMENT
6118010126055,NEOCLAV 500 MG/ 62.5 MG,AMOXICILLINE / ACIDE CLAVULANIQUE,500 / 62.5,MG / MG,POUDRE POUR SUSPENSION BUVABLE,1 BOITE 24 SACHET, 117.00   , 77.40   , 117.00   ,G,0%
6118000070191,BIOMOX,AMOXICILLINE,1,G,COMPRIME DISPERSIBLE,1 BOITE 24 COMPRIME, 102.00   , 63.50   , 102.00   ,G,70%
6118000160427,CLAMOXYL,AMOXICILLINE,250,MG,POUDRE POUR SUSPENSION BUVABLE,1 FLACON 60 ML, 30.10   , 18.80   , 28.90   ,P,70%
6118000061427,RHINATHIOL ADULTES EXPECTORANT,CARBOCYSTEINE,5,%,SIROP,1 FLACON 125 ML, 30.00   , 19.80   , 30.00   ,P,0%
6118000091585,SKINOSONE,BETAMETHASONE,0.05,%,CREME,1 TUBE 15 G, 14.30   , 8.90   , 14.30   ,G,70%
6118001180844,DOTAREM,ACIDE GADOTERIQUE,0.5,MMOLE,SOLUTION INJECTABLE,1 FLACON 15 ML," 1,059.90   ", 701.10   ," 1,059.90   ",P,0%
6118000031437,FLOXAM,FLUCLOXACILLINE,1,G,PREPARATION INJECTABLE,1 BOITE 1 FLACON, 23.10   , 14.40   , 23.10   ,G,70%
6118001020669,MOPRAL,OMEPRAZOLE,40,MG,LYOPHILISAT POUR PERFUSION,1 BOITE 5 FLACON, 592.40   , 391.90   , 592.40   ,P,0%
6118001141128,SEREVENT,SALMETEROL,25,µG,SUSPENSION POUR INHALATION,1 FLACON 120 DOSE, 520.00   , -     , 520.00   ,P,70%
6118000250210,FELDENE,PIROXICAM,20,MG,COMPRIME DISPERSIBLE,1 BOITE 5 COMPRIME, 22.50   , 14.00   , 22.50   ,P,70%
6118001071333,ALDOMET,METHYLDOPA,500,MG,COMPRIME ENROBE,1 BOITE 30 COMPRIME ENROBE, 56.20   , 35.00   , 56.20   ,P,70%
6118000081463,SPECTRUM 750,CIPROFLOXACINE,750,MG,COMPRIME PELLICULE,1 BOITE 10 COMPRIME, 267.00   , 166.40   , 267.00   ,G,70%
6118000032496,CHLORURE DE SODIUM LAPROPHAN,CHLORURE DE SODIUM,0.9,%,SOLUTION POUR PERFUSION,1 POCHE 1 L, 33.00   , 21.80   , 33.00   ,G,0%
6118001220014,CRONODINE LP,DILTIAZEM,240,MG,GELULE LP,1 BOITE 30 GELULE, 165.00   , 103.10   , 165.00   ,G,70%
6118000091615,SKINOSONE NEOMYCINE,BETAMETHASONE / NEOMYCINE,0.05 / 0.5,G / G,POMMADE,1 TUBE 15 G, 17.30   , -     , 17.30   ,G,0%
6118000230144,MYCODERME 1%,ECONAZOLE,1,%,POUDRE POUR APPLICATION LOCALE,1 FLACON 30 G, 49.00   , 30.50   , 49.00   ,G,70%
6118000032861,LEVAMOX,AMOXICILLINE / ACIDE CLAVULANIQUE,500 / 62.5,MG / MG,COMPRIME EFFERVESCENT,1 BOITE 12 COMPRIME EFFERVESCENT, 99.70   , 62.10   , 99.70   ,G,70%
6118000240211,BUTOVENT 4 MG,SALBUTAMOL,4,MG,COMPRIME SECABLE,1 BOITE 50 COMPRIME, 35.10   , 21.90   , 35.10   ,G,70%
6118001101276,SAFLU,FLUTICASONE / SALMETEROL,50 / 25,µG / µG,SUSPENSION POUR INHALATION,1 FLACON 120 DOSE, 130.00   , 81.20   , 130.00   ,G,70%
6118000230052,ALGIXENE,NAPROXENE,500,MG,SUPPOSITOIRE,1 BOITE 12 SUPPOSITOIRE, 40.80   , 25.40   , 40.80   ,G,70%
6118000050674,LANPROL,LANSOPRAZOLE,30,MG,GELULE,1 FLACON 14 GELULE, 42.00   , 26.20   , 42.00   ,G,70%
6118000061021,"PENICILLINE G 0,5 MEG",BENZYLPENICILLINE,0.5,MUI,POUDRE POUR SOLUTION INJECTABLE,1 BOITE 6 FLACON, 48.80   , -     , 48.80   ,P,0%
6118000030225,FLOXAM,FLUCLOXACILLINE,500,MG,PREPARATION INJECTABLE,1 BOITE 1 FLACON, 13.60   , 8.50   , 13.60   ,G,70%
6118000020394,NEOXIDIL,MINOXIDIL,2,%,SOLUTION POUR APPLICATION LOCALE,1 FLACON 80 ML, 248.15   , 164.15   , 248.15   ,P,0%
6118000060956,ULCAR,SUCRALFATE,1,G,COMPRIME SECABLE,1 BOITE 30 COMPRIME SECABLE, 90.50   , 59.90   , 90.50   ,P,0%
6118000081142,BIGUAN 850,METFORMINE,850,MG,COMPRIME,1 BOITE 60 COMPRIME, 37.70   , 23.60   , 37.70   ,G,70%
6118000280385,SPIBAC 1.5 MUI,SPIRAMYCINE,1.5,MUI,COMPRIME PELLICULE,1 BOITE 16 COMPRIME PELLICULE, 45.00   , 29.80   , 45.00   ,G,0%
6118000070535,HIPERDINE,NITRENDIPINE,20,MG,COMPRIME,1 BOITE 60 COMPRIME, 228.00   , 142.80   , 228.00   ,G,70%
6118001100545,PUREGON,FOLLITROPINE BETA,50,UI,POUDRE POUR SOLUTION INJECTABLE,1 BOITE 5 AMPOULE INJECTABLE," 1,548.80   "," 1,026.00   "," 1,548.80   ",P,0%
6118000120025,AMOVAS,AMLODIPINE,5,MG,COMPRIME,1 BOITE 28 COMPRIME, 89.20   , 55.80   , 89.20   ,G,70%
6118000091943,VOMISTOP 10 MG,METOCLOPRAMIDE,10,MG,COMPRIME,1 BOITE 40 COMPRIME, 14.00   , 9.30   , 14.00   ,G,0%
6118001101986,EUPANTOL 20 MG,PANTOPRAZOLE,20,MG,COMPRIME GASTRO-RESISTANT,1 BOITE 28 COMPRIME GASTRO-RESISTANT, 198.00   , 131.00   , 198.00   ,P,0%
6118000170242,RANTUDIL FORT,ACEMETACINE,60,MG,GELULE,1 BOITE 30 GELULE, 37.80   , 23.60   , 37.80   ,P,70%
6118000060246,ROVAMYCINE,SPIRAMYCINE,0.75,MUI,COMPRIME PELLICULE,1 BOITE 20 COMPRIME, 40.30   , 25.10   , 40.30   ,P,70%
6118001020515,VANCOMYCINE MYLAN,VANCOMYCINE,1,G,POUDRE POUR PERFUSION,1 BOITE 1 FLACON, 363.00   , 240.00   , 363.00   ,G,70%
6118001101122,LEVOTHYROX,LEVOTHYROXINE SODIQUE,25,µG,COMPRIME SECABLE,1 BOITE 30 COMPRIME SECABLE, 6.80   , 4.20   , 6.80   ,P,70%
6118000012177,ISOPRINOSINE,INOSINE ACEDOBENE DIMEPRANOL,5,%,SIROP,1 FLACON 80 ML, 57.80   , 38.20   , 57.80   ,P,0%
6118001070787,GONIOSOL,HYDROXYETHYLCELLULOSE,1.3,G,COLLYRE,1 FLACON 10 ML, 33.60   , 22.20   , 33.60   ,P,0%
6118001070152,CIALIS,TADALAFIL,20,MG,COMPRIME PELLICULE,1 BOITE 2 COMPRIME, 224.00   , 148.15   , 224.00   ,P,0%
6118001182015,POLYGYNAX,NEOMYCINE / NYSTATINE,35000 / 100000,UI / UI,CAPSULE VAGINALE,1 BOITE 6 CAPSULE GYNECOLOGIQUE, 38.30   , 25.30   , 38.30   ,P,0%
6118001150601,STIEVAMYCINE,TRETINOINE / ERYTHROMYCINE,0.05 / 4,% / %,GEL,1 TUBE 25 G, 104.50   , 69.00   , 104.50   ,P,0%
6118000140368,NOVOCLIN 500MG/62.5MG,AMOXICILLINE / ACIDE CLAVULANIQUE,500 / 62.5,MG / MG,POUDRE POUR SUSPENSION BUVABLE,1 BOITE 12 SACHET, 79.90   , 49.80   , 79.90   ,G,70%
6118000040798,TIEMOZYL,TIEMONIUM IODURE / DIPROPHYLLINE,150 / 25,MG / MG,GELULE,1 BOITE 30 GELULE, 17.35   , 11.50   , 17.35   ,G,70%
6118001070619,TRAVATAN,TRAVOPROST,40,µG,COLLYRE,1 FLACON 2.5 ML, 230.00   , 143.30   , 230.00   ,P,70%
6118000210108,NORMATENS,ATENOLOL,100,MG,COMPRIME,1 BOITE 60 COMPRIME, 76.50   , 47.80   , 76.50   ,G,70%
6118000150305,MODOPAR,LEVODOPA / BENSERAZIDE,100 / 25,MG / MG,GELULE,1 BOITE 60 GELULE, 116.40   , -     , 116.40   ,P,70%
6118000021988,NOVEX,ENOXAPARINE,2000,UI ANTI-XA,SOLUTION INJECTABLE,2 SERINGUE .2 ML, 66.00   , 41.20   , 66.00   ,G,70%
6118000220251,VOLTARENE,DICLOFENAC,12.5,MG,SUPPOSITOIRE,1 BOITE 10 SUPPOSITOIRE, 11.70   , 7.30   , 11.70   ,P,70%
6118010116209,TAHOR,ATORVASTATINE,20,MG,COMPRIME PELLICULE,1 BOITE 28 COMPRIME, 224.00   , 140.00   , 224.00   ,P,70%
6118000100010,ARCALION,SULBUTIAMINE,200,MG,COMPRIME ENROBE,1 BOITE 20 COMPRIME, 47.70   , 31.50   , 47.70   ,P,0%
6118001250219,CORTOFTAL,CLOBETASONE BUTYRATE,0.1,%,COLLYRE,1 FLACON 5 ML, 24.50   , 15.30   , 24.50   ,G,70%
6118001182190,SPASFON LYOC,PHLOROGLUCINOL,80,MG,LYOPHILISAT ORAL,1 BOITE 10 LYOPHILISAT ORAL, 23.00   , 14.30   , 23.00   ,P,70%
6118001271092,SPASFON LYOC,PHLOROGLUCINOL,80,MG,LYOPHILISAT ORAL,1 BOITE 10 LYOPHILISAT ORAL, 23.00   , 14.30   , 23.00   ,P,70%
6118000160465,CLAMOXYL,AMOXICILLINE,500,MG,GELULE,1 BOITE 24 GELULE, 93.35   , 61.70   , 84.00   ,P,70%
6118001121076,SANDIMMUN,CICLOSPORINE,50,MG,SOLUTION POUR PERFUSION,10 AMPOULE 1 ML, -     , 327.80   , 327.80   ,P,70%
6118000230298,HERPEVIR,ACICLOVIR,800,MG,COMPRIME,1 BOITE 35 COMPRIME, 736.00   , 487.00   , 736.00   ,G,70%
6118010117428,SOLUBACTER,TRICLOCARBAN,1,%,SOLUTION POUR APPLICATION LOCALE,1 FLACON 400 ML, 38.55   , -     , 38.55   ,P,0%
6118000012085,SOLUBACTER,TRICLOCARBAN,1,%,SOLUTION POUR APPLICATION LOCALE,1 FLACON 400 ML, 38.55   , -     , 38.55   ,P,0%
6118010007279,NEUROBION,THIAMINE (VITAMINE B1) / PYRIDOXINE (VITAMINE B6),100 / 100,MG / MG,SOLUTION INJECTABLE,1 BOITE 6 AMPOULE INJECTABLE, 102.50   , 67.80   , 102.50   ,P,0%
6118001102044,NEUROBION,THIAMINE (VITAMINE B1) / PYRIDOXINE (VITAMINE B6),100 / 100,MG / MG,SOLUTION INJECTABLE,1 BOITE 6 AMPOULE INJECTABLE, 102.50   , 67.80   , 102.50   ,P,0%
6118010023293,AGRIPPAL VACCIN,VACCIN ANTIGRIPPAL,,NA,SUSPENSION INJECTABLE,1 FLACON .5 ML, 65.00   , -     , 65.00   ,P,70%
6118001180493,APACEF,CEFOTETAN,1,G,POUDRE POUR SOLUTION INJECTABLE,1 FLACON 1 G, 185.10   , 122.40   , 185.10   ,P,70%
6118010116926,MEGASFON,PHLOROGLUCINOL / TRIMETHYLPHLOROGLUCINOL,150 / 150,MG / MG,SUPPOSITOIRE,1 BOITE 8 SUPPOSITOIRE, 19.60   , -     , 19.60   ,G,70%
6118000031086,AVT,ACIDE ACETYLSALICYLIQUE / THIAMINE (VITAMINE B1),200 / 2.5,MG / MG,SUPPOSITOIRE,1 BOITE 10 SUPPOSITOIRE, 7.60   , 5.00   , 7.60   ,G,0%
6118000090045,ALDOPA,METHYLDOPA,250,MG,COMPRIME,1 BOITE 30 COMPRIME, 35.50   , 22.10   , 35.50   ,G,70%
6118000160021,ACTIFED,TRIPROLIDINE / PSEUDOEPHEDRINE,0.025 / 0.5,G / G,SOLUTION BUVABLE,1 FLACON 100 ML, 19.85   , 13.10   , 19.85   ,P,0%
6118000032380,PARANTAL,PARACETAMOL,1,G,COMPRIME EFFERVESCENT,1 BOITE 8 COMPRIME, 15.00   , 9.30   , 15.00   ,G,70%
6118000081197,PARADEX,PARACETAMOL / DEXTROPROPOXYPHENE,400 / 30,MG / MG,GELULE,1 BOITE 20 GELULE, 26.50   , 17.50   , 26.50   ,G,0%
6118000161141,PANADOL,PARACETAMOL,500,MG,COMPRIME PELLICULE SECABLE,1 BOITE 20 COMPRIME PELLICULE, 14.50   , 9.00   , 11.70   ,P,70%
6118001160358,FOSAVANCE,ALENDRONATE / COLECALCIFEROL (VITAMINE D3),70 / 2800,MG / UI,COMPRIME,1 BOITE 4 COMPRIME, 440.00   , 291.10   , 440.00   ,P,70%
6118001100682,TIMABAK,TIMOLOL,0.5,%,COLLYRE,1 FLACON 5 ML, 86.10   , 53.60   , 55.00   ,P,70%
6118001140244,ENGERIX-B (PEDIATRIQUE),VACCIN ANTI-HEPATITE B,,NA,PREPARATION INJECTABLE,1 BOITE 1 SERINGUE PREREMPLIE, 80.00   , 49.80   , 80.00   ,P,70%
6118001150014,ALTIAZEM,DILTIAZEM,60,MG,COMPRIME SECABLE,1 BOITE 50 COMPRIME SECABLE, 89.00   , 55.60   , 89.00   ,G,70%
6118001140541,FRAXODI,NADROPARINE,15200,UI,SOLUTION INJECTABLE,1 BOITE 2 SERINGUE, 329.00   , 218.00   , 329.00   ,P,70%
6118000021605,MELIX,GLIBENCLAMIDE,5,MG,COMPRIME,1 BOITE 60 COMPRIME, 32.50   , 20.30   , 32.50   ,G,70%
6118000190721,NEOMOX,AMOXICILLINE,500,MG,POUDRE POUR SUSPENSION BUVABLE,1 FLACON 60 ML, 37.70   , 23.50   , 37.70   ,G,70%
6118001230204,RESINSODIO,SODIUM POLYSTYRENE SULFONATE,99.75,G/100G,POUDRE POUR SUSPENSION BUVABLE,1 FLACON 400 G, 358.00   , 236.80   , 358.00   ,G,0%
6118000050421,OLOXINE,OFLOXACINE,200,MG,COMPRIME PELLICULE,1 BOITE 10 COMPRIME, 65.00   , 40.50   , 65.00   ,G,70%
6118000081265,TRIAXON 1G I.V.,CEFTRIAXONE,1,G,POUDRE POUR SOLUTION INJECTABLE,1 BOITE 1 FLACON, 114.30   , 71.20   , 114.30   ,G,70%
6118001110292,TIMO-COMOD,TIMOLOL,0.25,%,COLLYRE,1 FLACON 10 ML, 100.00   , 62.30   , 100.00   ,P,70%
6118000031109,AXIMYCINE,AMOXICILLINE,250,MG,COMPRIME DISPERSIBLE,1 BOITE 12 COMPRIME, 31.00   , 20.50   , 31.00   ,G,70%
6118000081289,VASCOR,TRIMETAZIDINE,20,MG,SOLUTION POUR GOUTTES BUVABLES,1 FLACON 60 ML, 67.30   , 42.10   , 67.30   ,G,70%
6118001200771,RHESONATIV 625 UI/ML,IMMUNOGLOBULINES HUMAINES ANTI-D,,NA,SOLUTION INJECTABLE I.M.,1 AMPOULE 2 ML, 577.00   , 382.00   , 577.00   ,P,70%
6118000250807,TAHOR,ATORVASTATINE,20,MG,COMPRIME PELLICULE,1 BOITE 28 COMPRIME, 224.00   , 140.00   , 224.00   ,P,70%
6118010118975,DELAPRIDE,DELAPRIL / INDAPAMIDE,30 / 2.5,MG / MG,COMPRIME,1 BOITE 28 COMPRIME, 150.00   , 93.70   , 150.00   ,P,70%
6118001260164,DELAPRIDE,DELAPRIL / INDAPAMIDE,30 / 2.5,MG / MG,COMPRIME,1 BOITE 28 COMPRIME, 150.00   , 93.70   , 150.00   ,P,70%
6118000070351,CONVERTAL,CAPTOPRIL,25,MG,COMPRIME,1 BOITE 30 COMPRIME, 91.80   , 57.40   , 91.80   ,G,70%
6118010125812,SUPPOSEDAL ENFANT,NIAOULI / GRINDELIA / GELSEMIUM,20/20/10,MG / MG / MG,SUPPOSITOIRE,1 BOITE 12 SUPPOSITOIRE, 12.00   , 7.90   , 12.00   ,G,0%
6118000070481,GIROFLOX,CIPROFLOXACINE,250,MG,COMPRIME PELLICULE,1 BOITE 16 COMPRIME, 180.00   , 112.10   , 180.00   ,G,70%
6118010020490,TEGUMA,TERBINAFINE,250,MG,COMPRIME,1 BOITE 28 COMPRIME, 199.00   , 124.00   , 199.00   ,G,70%
6118001101054,TEGUMA,TERBINAFINE,250,MG,COMPRIME,1 BOITE 28 COMPRIME, 199.00   , 124.00   , 199.00   ,G,70%
6118001300143,FLOTRAL,ALFUZOSINE,10,MG,COMPRIME LP,1 BOITE 10 COMPRIME A LP, 58.40   , 36.40   , 58.40   ,G,70%
6118001101160,LODOZ,BISOPROLOL / HYDROCHLOROTHIAZIDE,5 / 6.25,MG / MG,COMPRIME PELLICULE,1 BOITE 30 COMPRIME, 74.00   , 46.20   , 74.00   ,P,70%
6118010023323,ALFACAR,SUCRALFATE,500,MG,COMPRIME,1 BOITE 50 COMPRIME, 77.65   , -     , 77.65   ,G,0%
6118001170418,CAVERJECT,ALPROSTADIL,20,µG,POUDRE POUR SOLUTION INJECTABLE,1 FLACON 1 ML, 180.30   , 119.30   , 180.30   ,P,0%
6118000081852,VOGASET,ONDANSETRON,4,MG,SOLUTION A DILUER POUR PERFUSION,1 BOITE 5 AMPOULE INJECTABLE, 318.00   , 211.00   , 318.00   ,G,70%
6118000310334,TRIBUTINE,TRIMEBUTINE,150,MG,POUDRE POUR SUSPENSION BUVABLE,1 BOITE 20 SACHET, 45.90   , 28.60   , 45.90   ,G,70%
6118010118210,PRISDAL,RISPERIDONE,1,MG,COMPRIME PELLICULE,1 BOITE 30 COMPRIME PELLICULE, 154.00   , 95.90   , 154.00   ,G,70%
6118001250950,PRISDAL,RISPERIDONE,1,MG,COMPRIME PELLICULE,1 BOITE 30 COMPRIME PELLICULE, 154.00   , 95.90   , 154.00   ,G,70%
6118001182411,TRI-MINULET,GESTODENE / ETHINYLESTRADIOL,0.05 / 0.03,MG / MG,COMPRIME ENROBE,1 BOITE 21 COMPRIME, 89.10   , 58.90   , 89.10   ,P,0%
6118000032434,UROXINE,OFLOXACINE,200,MG,COMPRIME,1 BOITE 2 COMPRIME, 42.80   , 26.70   , 42.80   ,G,70%
6118000120568,PRIMOLUT-NOR,NORETHISTERONE,10,MG,COMPRIME SECABLE,1 BOITE 30 COMPRIME, 64.60   , 42.70   , 64.60   ,P,0%
6118001150878,OKA-PACLITAXEL,PACLITAXEL,30,MG,SOLUTION A DILUER POUR PERFUSION,1 FLACON 5 ML, 527.00   , 350.00   , 527.00   ,G,70%
6118000090717,RIFAMPICINE PHARMA,RIFAMPICINE,2,%,SUSPENSION BUVABLE,1 FLACON 120 SUSPENSION BUVABLE, 39.15   , 25.90   , 39.15   ,G,0%
6118001070961,XANTHIUM LP,THEOPHYLLINE,400,MG,GELULE LP,1 BOITE 30 GELULE, 37.60   , 23.50   , 37.60   ,G,70%
6118010116186,STILNOX CR,ZOLPIDEM,6.25,MG,COMPRIME PELLICULE SECABLE,1 BOITE 28 COMPRIME PELLICULE, 98.00   , 61.10   , 98.00   ,P,70%
6118000032830,ZOTROL,ATENOLOL,100,MG,COMPRIME SECABLE,1 BOITE 14 COMPRIME SECABLE, 25.00   , 15.60   , 25.00   ,G,70%
6118010125713,AGLIM 3 MG,GLIMEPIRIDE,3,MG,COMPRIME,1 BOITE 60 COMPRIME, 90.00   , 59.50   , 90.00   ,G,0%
6118010001833,HOMEOPATHIQUES UNITAIRES,SOUCHE HOMEOPATHIQUE,,NA,GRANULE,1 TUBE 4 G, 16.70   , -     , 16.70   ,P,0%
6118010126024,MAZAX 200 MG / 5 ML,AZITHROMYCINE,200,MG,POUDRE POUR SUSPENSION BUVABLE,1 FLACON 15 ML, 51.00   , 33.70   , 51.00   ,G,0%
6118000250470,ZITHROMAX,AZITHROMYCINE,200,MG,POUDRE POUR SUSPENSION BUVABLE,1 BOITE 3 SACHET, 128.40   , 80.00   , 89.00   ,P,70%
6118000160915,TUSSIFED,TRIPROLIDINE / DEXTROMETHORPHANE,0.025 / 0.2,G / G,SOLUTION BUVABLE,1 FLACON 120 ML, 35.10   , -     , 35.10   ,P,0%
6118010025051,PREMOCEFAL,CEFADROXIL,1,G,COMPRIME,1 BOITE 12 COMPRIME, 107.00   , 66.70   , 107.00   ,G,70%
6118001181506,KETODERM,KETOCONAZOLE,2,%,GEL,1 TUBE MONODOSE 20 G, 91.00   , 60.20   , 91.00   ,P,0%
6118000040521,LOPERIUM,LOPERAMIDE,2,MG,GELULE,1 BOITE 20 GELULE, 23.45   , 15.50   , 23.45   ,G,0%
6118000190738,NEOMOX,AMOXICILLINE,500,MG,POUDRE POUR SUSPENSION BUVABLE,1 FLACON 100 ML, 59.00   , 36.80   , 59.00   ,G,70%
6118000020790,FLUOXET,FLUOXETINE,20,MG,GELULE,1 BOITE 20 GELULE, 135.00   , 84.10   , 135.00   ,G,70%
6118000260080,BICARBONATE SLF186,CONCENTRE POUR HEMODIALYSE,,NA,SOLUTE CONCENTRE,1 BIDON 10 L, 128.00   , 80.00   , 67.30   ,P,70%
6118001182527,XENETIX 350,IOBITRIDOL,76.78,G,SOLUTION INJECTABLE,1 FLACON 50 ML, 346.90   , 229.50   , 346.90   ,P,0%
6118001141432,ZINNAT,CEFUROXIME,250,MG,SUSPENSION BUVABLE,1 FLACON 50 ML, 111.70   , 69.60   , 111.70   ,P,70%
6118000091257,GENTA,GENTAMICINE,40,MG,SOLUTION INJECTABLE,1 BOITE 10 AMPOULE INJECTABLE, 91.80   , 57.20   , 91.80   ,G,70%
6118000011255,PERIDYS,DOMPERIDONE,1,MG/ML,SUSPENSION BUVABLE,1 FLACON 200 ML, 37.10   , 23.10   , 30.00   ,P,70%
6118001080717,TAXOTERE 80 MG/2 ML,DOCETAXEL,80,MG,SOLUTION A DILUER POUR PERFUSION,1 FLACON 2 ML," 3,177.00   "," 2,858.00   "," 3,177.00   ",P,70%
6118001270255,CARVEDILOL GT,CARVEDILOL,6.25,MG,COMPRIME SECABLE,1 BOITE 20 COMPRIME, 31.00   , 20.50   , 31.00   ,G,70%
6118010121197,ERBITUX 5 MG/ML,CETUXIMAB,5,MG/ML,SOLUTION POUR PERFUSION,1 FLACON 20 ML, -     ," 2,161.00   "," 2,161.00   ",P,0%
6118001101979,ERBITUX 5 MG/ML,CETUXIMAB,5,MG/ML,SOLUTION POUR PERFUSION,1 FLACON 20 ML, -     ," 2,161.00   "," 2,161.00   ",P,0%
6118000081821,ROXOLID,ROXITHROMYCINE,150,MG,COMPRIME SECABLE,1 BOITE 10 COMPRIME, 75.00   , 46.70   , 75.00   ,G,70%
6118001182374,THIOTEPA,THIOTEPA,15,MG,POUDRE POUR USAGE PARENTERAL,1 BOITE 1 FLACON, 191.90   , 126.90   , 191.90   ,P,70%
6118000030287,GENTOSYL,GENTAMICINE,80,MG,SOLUTION INJECTABLE,1 BOITE 1 AMPOULE INJECTABLE, 18.10   , 11.30   , 18.10   ,G,70%
6118000120049,ASCABIOL,BENZOATE DE BENZYLE / SULFIRAME,10 / 2,G / G,LOTION,1 FLACON 150 ML, 18.25   , -     , 18.25   ,P,0%
6118000250371,VIAGRA,SILDENAFIL,25,MG,COMPRIME ENROBE,1 BOITE 8 COMPRIME, 448.80   , 296.90   , 448.80   ,P,0%
6118001183791,RISPERDALORO 2 MG,RISPERIDONE,2,MG,COMPRIME ORODISPERSIBLE,1 BOITE 28 COMPRIME ORODISPERSIBLE, 231.00   , 144.10   , 231.00   ,P,70%
6118000081173,FLUTAM,FLUTAMIDE,250,MG,COMPRIME,1 BOITE 30 COMPRIME, 283.00   , 188.40   , 283.00   ,G,70%
6118000220183,VOLTARENE,DICLOFENAC,50,MG,COMPRIME ENROBE GASTRO-RESISTANT,1 BOITE 30 COMPRIME DRAGEFIE, 66.80   , 41.60   , 52.30   ,P,70%
6118001100491,OVESTIN,ESTRIOL,1,MG,COMPRIME SECABLE,1 BOITE 30 COMPRIME, 81.80   , 54.10   , 81.80   ,P,0%
6118000250456,ZITHROMAX,AZITHROMYCINE,200,MG,POUDRE POUR SUSPENSION BUVABLE,1 FLACON 15 ML, 63.30   , 39.50   , 63.30   ,P,70%
6118000190615,NEOMOX,AMOXICILLINE,1,G,COMPRIME DISPERSIBLE,1 BOITE 12 COMPRIME, 58.10   , 36.20   , 58.10   ,G,70%
6118000161219,STAPHYPEN,FLUCLOXACILLINE,500,MG,POUDRE POUR USAGE PARENTERAL,1 BOITE 1 FLACON, 13.10   , 8.20   , 11.70   ,P,70%
6118000180517,TROPHIRES ENFANTS,HUILE ESSENTIELLE DEUCALYPTUS / TENOATE DE SODIUM,75 / 190,MG / MG,SUPPOSITOIRE,1 BOITE 8 SUPPOSITOIRE, 10.25   , 6.80   , 10.25   ,P,0%
6118000040958,DOLIPRANE,PARACETAMOL,500,MG,COMPRIME ORODISPERSIBLE,1 BOITE 12 COMPRIME ORODISPERSIBLE, 16.00   , 10.00   , 16.00   ,P,70%
6118010120428,STALEVO 100/25/200 MG,ENTACAPONE / LEVODOPA / CARBIDOPA,200 / 100 / 27.50,MG / MG / MG,COMPRIME PELLICULE,1 BOITE 100 COMPRIME PELLICULE," 1,196.10   ", 791.20   ," 1,196.10   ",P,0%
6118000061830,STILNOX CR,ZOLPIDEM,6.25,MG,COMPRIME PELLICULE SECABLE,1 BOITE 28 COMPRIME PELLICULE, 98.00   , 61.10   , 98.00   ,P,70%
6118000031130,AXIMYCINE,AMOXICILLINE,500,MG,COMPRIME DISPERSIBLE,1 BOITE 16 COMPRIME, 46.10   , 28.70   , 46.10   ,G,70%
6118000081999,MEFSAL,MELOXICAM,7.5,MG,COMPRIME,1 BOITE 20 COMPRIME, 54.60   , 34.00   , 54.60   ,G,70%
6118000081982,MEFSAL,MELOXICAM,15,MG,COMPRIME SECABLE,1 BOITE 20 COMPRIME SECABLE, 87.80   , 54.70   , 87.80   ,G,70%
6118010000140,ACLAV,AMOXICILLINE / ACIDE CLAVULANIQUE,500 / 62.5,MG / MG,POUDRE POUR SUSPENTION BUVABLE,1 BOITE 16 SACHET, 106.50   , 66.30   , 106.50   ,G,70%
6118000092162,ACLAV,AMOXICILLINE / ACIDE CLAVULANIQUE,500 / 62.5,MG / MG,POUDRE POUR SUSPENTION BUVABLE,1 BOITE 16 SACHET, 106.50   , 66.30   , 106.50   ,G,70%
6118010125522,PIMLO 10 MG,AMLODIPINE,10,MG,COMPRIME,1 BOITE 56 COMPRIME, 104.00   , 68.80   , 104.00   ,G,0%
6118010125508,PIMLO 10 MG,AMLODIPINE,10,MG,COMPRIME,1 BOITE 14 COMPRIME, 33.60   , 22.20   , 33.60   ,G,0%
6118001000142,EQUORAL,CICLOSPORINE,25,MG,CAPSULE MOLLE,1 BOITE 50 CAPSULE, 544.00   , 360.00   , 544.00   ,G,70%
6118001050048,CELLCEPT,MYCOPHENOLATE MOFETIL,250,MG,GELULE,1 BOITE 100 GELULE," 1,203.00   ", 905.00   ," 1,203.00   ",P,70%
6118000160748,PENAMOX,AMOXICILLINE,125,MG,POUDRE POUR SUSPENSION BUVABLE,1 FLACON 100 ML, 25.40   , 15.80   , 25.40   ,P,70%
6118001184248,IRESSA 250 MG,GEFITINIB,250,MG,COMPRIME PELLICULE,1 BOITE 30 COMPRIME PELLICULE, -     ," 21,036.00   "," 21,036.00   ",P,0%
6118000091431,FLEXEN IM,KETOPROFENE,100,MG,POUDRE POUR SOLUTION INJECTABLE,1 BOITE 6 FLACON DE LYOPHILISAT+AMPOULE DE SOLVANT, 56.60   , 35.30   , 56.60   ,G,70%
6118000091691,ACLAV,AMOXICILLINE / ACIDE CLAVULANIQUE,100 / 12.5,MG / MG,POUDRE POUR SUSPENSION BUVABLE,1 FLACON 60 ML, 70.00   , 43.60   , 70.00   ,G,70%
6118001150649,HOMEOPTIC,SOUCHE HOMEOPATHIQUE,,NA,COLLYRE,1 BOITE 1 FLACON, 47.00   , 31.00   , 47.00   ,P,0%
